,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
14695,13570,2.0,,,1.0,1.0,,1.0,1.0
14696,13571,2.0,,,,,,,
14697,13572,,,466,,,,,
14698,13573,1.0,,30,,,,,
14699,13574,,,,,,1.0,,
14700,13575,,,,,,,,1.0
14701,13576,,,,,,,,
14702,13577,5.0,,,,,,,1.0
14703,13578,,,,,,,1.0,1.0
14704,13579,,530,650,,,,,1.0
14705,13580,,,,,,,,
14706,13581,2.0,,,,,,,
14707,13582,2.0,,,1.0,,,,
14708,13583,2.0,,,,,,,
14709,13584,2.0,,,1.0,1.0,,,1.0
14710,13585,2.0,,,,,,,
14711,13586,2.0,,,1.0,,,,
14712,13587,2.0,,,,,,,
14713,13588,,,,,,,1.0,1.0
14714,13589,,,222,,,,1.0,1.0
14715,13590,,,786,,,,,1.0
14716,13591,,,802,,,,,1.0
14717,13592,,,600,,,,,1.0
14718,13593,,,1045,,,,,1.0
14719,13594,,,520,1.0,,,1.0,1.0
14720,13595,,100.000,387,,,,,
14721,13596,2.0,,57,1.0,,,1.0,1.0
14722,13597,,,188,1.0,,,1.0,1.0
14724,13598,,,75,,,,1.0,1.0
14725,13599,,,1310,,,,,1.0
14726,13600,,,74,1.0,,1.0,1.0,1.0
14727,13601,,,100,,,,,
14728,13602,,,382,,,,1.0,1.0
14729,13603,,,333,,,,,1.0
14730,13604,,,1050,,,,,1.0
14731,13605,,,580,1.0,,,1.0,1.0
14733,13606,,,2379,1.0,1.0,,1.0,1.0
14735,13607,,,1079,1.0,1.0,,1.0,1.0
14736,13608,,,800,,,,,1.0
14737,13609,,,,,,1.0,,1.0
14738,13610,,,298,1.0,,,1.0,1.0
14739,13611,,,850,,,,,1.0
14741,13612,,,,,,,1.0,1.0
14742,13613,2.0,,09,,,1.0,1.0,1.0
14744,13614,,,1200,,,,1.0,1.0
14745,13615,,,1050,,,,1.0,1.0
14747,13616,,,830,,,,1.0,1.0
14748,13617,,,1200,,,,,1.0
14749,13618,,,337,1.0,,,1.0,1.0
14750,13619,,,161,,,,,1.0
14751,13620,,,161,,,,,1.0
14752,13621,,,333,,,,,1.0
14753,13622,,120000,12,,,,1.0,1.0
14754,13623,1.0,94000,,1.0,,,,1.0
14755,13624,1.0,,,,,,,
14756,13625,1.0,38000,,,,,,
14757,13626,3.0,,348,1.0,,,,1.0
14758,13627,2.0,85000,,,,1.0,1.0,1.0
14759,13628,1.0,,,,,,,1.0
14760,13629,3.0,46900,,,,,,1.0
14761,13630,4.0,160000,,,,,,1.0
14762,13631,,250000,25,1.0,,,,1.0
14763,13632,,,,,,,,1.0
14765,13633,,650000,228,1.0,,,1.0,1.0
14766,13634,2.0,75000,,,,,,
14767,13635,,2500,,,,,1.0,1.0
14768,13636,,,,,,,1.0,1.0
14770,13637,,,90,1.0,,,1.0,1.0
14771,13638,,235000,,,,,1.0,1.0
14772,13639,4.0,92000,100,1.0,,,1.0,1.0
14774,13640,,340000,,,,,,1.0
14775,13641,,,,,,,1.0,1.0
14776,13642,,,,,,,,1.0
14777,13643,,,,,,,1.0,1.0
14778,13644,,,,,,,,1.0
14779,13645,2.0,,,1.0,,,,
14780,13646,,,,1.0,,,1.0,1.0
14781,13647,,,,1.0,,,1.0,1.0
14782,13648,,,,,,,1.0,1.0
14783,13649,3.0,,,1.0,,,1.0,1.0
14784,13650,,,,,,,1.0,1.0
14785,13651,,,,1.0,,,1.0,1.0
14787,13652,2.0,,,,,1.0,1.0,1.0
14788,13653,2.0,,,,,,,
14789,13654,2.0,,40,,,1.0,,1.0
14790,13655,2.0,75.000,,1.0,,,,
14791,13656,2.0,,,1.0,1.0,,,
14792,13657,4.0,,,,,,,1.0
14793,13658,,,,,,,,1.0
14794,13659,4.0,,,,,,,
14795,13660,3.0,,,,,,1.0,1.0
14796,13661,5.0,,,,,,1.0,1.0
14797,13662,,86.000,96,1.0,,,,1.0
14798,13663,,,125,,,,,
14799,13664,4.0,,,,,,,
14800,13665,1.0,,,,,,,
14801,13666,,,90,,,,,
14803,13667,1.0,77.000,,,,,1.0,1.0
14805,13668,,75.000,,,,,1.0,1.0
14807,13669,,180.000,,,,,1.0,1.0
14808,13670,,,40,,,,,
14809,13671,,,170,1.0,,,1.0,1.0
14810,13672,,,,,,,,1.0
14811,13673,2.0,,,,,,,
14812,13674,1.0,,,1.0,,,,
14813,13675,,,,1.0,,1.0,,1.0
14814,13676,,,,1.0,1.0,,,1.0
14815,13677,5.0,,291,,,,,
14816,13678,3.0,,76,,,,1.0,1.0
14818,13679,4.0,,96,1.0,,,1.0,1.0
14819,13680,,,,,,1.0,,1.0
14820,13681,3.0,,,1.0,1.0,,1.0,1.0
14821,13682,2.0,,,1.0,1.0,,1.0,1.0
14822,13683,2.0,,,1.0,1.0,,1.0,1.0
14823,13684,,,45,,,,1.0,1.0
14824,13685,,,,,,,,1.0
14826,13686,2.0,,,1.0,,,,1.0
14827,13687,,,,,,,1.0,1.0
14828,13688,,,775,,,,,1.0
14829,13689,,,,,,,1.0,1.0
14830,13690,,,700,,,,1.0,1.0
14831,13691,,,,,,,,
14832,13692,,,,1.0,,,,1.0
14833,13693,,,,1.0,,,,1.0
14834,13694,,,,,,,,1.0
14835,13695,,,,,,,,1.0
14836,13696,,,,,,1.0,1.0,1.0
14837,13697,,,,,,,1.0,1.0
14838,13698,,,,,,,,1.0
14839,13699,,,500,1.0,,1.0,1.0,1.0
14840,13700,4.0,,,,,,,
14842,13701,3.0,,,,,,,1.0
14843,13702,,,,,,,,
14844,13703,,,,,,,,
14845,13704,,,,,,,,
14846,13705,,,,,,,,
14847,13706,,,,,,,,
14848,13707,,,,,,,,
14849,13708,,,,,,,,
14850,13709,,,,,,,,
14851,13710,,,,,,,,
14852,13711,,,,,,,,1.0
14853,13712,,,480,1.0,,,,1.0
14854,13713,2.0,,,1.0,,,1.0,1.0
14855,13714,,65.000,,,,1.0,,1.0
14856,13715,2.0,,,1.0,1.0,,,
14857,13716,,,,1.0,,,,1.0
14858,13717,3.0,,,1.0,,,1.0,1.0
14859,13718,,,,1.0,,,,1.0
14860,13719,3.0,,,1.0,,,,1.0
14861,13720,2.0,,,1.0,,,,
14862,13721,3.0,,,,,1.0,,1.0
14863,13722,2.0,,,1.0,,,1.0,1.0
14864,13723,2.0,,,,,,,
14865,13724,3.0,,,1.0,,1.0,,
14866,13725,,,264,,,,,
14867,13726,,,240,,,,1.0,1.0
14868,13727,,,,,,,1.0,1.0
14869,13728,,,,,,,,1.0
14870,13729,,,,,,,1.0,1.0
14871,13730,,,200,1.0,,,1.0,1.0
14873,13731,1.0,,,,,,1.0,1.0
14875,13732,,,,,,,1.0,1.0
14876,13733,,,200,,,,,
14877,13734,2.0,,,1.0,,,,1.0
14878,13735,,,,,,,1.0,1.0
14879,13736,,,,,,,,
14880,13737,,,,,,,1.0,1.0
14882,13738,3.0,,,1.0,,,1.0,1.0
14883,13739,,,,,,,,1.0
14884,13740,,,118,1.0,,,1.0,1.0
14885,13741,,,1239,,,,1.0,1.0
14886,13742,3.0,,,,,,1.0,1.0
14887,13743,,,,1.0,,,,1.0
14888,13744,,,,,,,,1.0
14889,13745,,,,,,,,1.0
14890,13746,,900.000,,,,,1.0,1.0
14892,13747,6.0,,,,,,1.0,1.0
14893,13748,,,,,,,,1.0
14894,13749,,,540,,,,1.0,1.0
14895,13750,,,,,,,,1.0
14896,13751,3.0,70.000,,1.0,,,1.0,1.0
14897,13752,2.0,,,,,,1.0,1.0
14899,13753,,,,,,,1.0,1.0
14900,13754,1.0,,,1.0,,1.0,,
14901,13755,,,350,,,,,
14902,13756,,,1000,,,,,1.0
14903,13757,,,,,,,,1.0
14904,13758,3.0,,,,,,,1.0
14905,13759,3.0,,,,,,,1.0
14906,13760,,,60,1.0,,,1.0,1.0
14907,13761,,,,,,,1.0,1.0
14908,13762,,114.300,,,,,,1.0
14909,13763,2.0,,,,,1.0,,1.0
14910,13764,,,,1.0,,,,1.0
14911,13765,1.0,,,,,,,
14912,13766,,,,,,,1.0,1.0
14914,13767,,,,,,1.0,1.0,1.0
14915,13768,,,,1.0,,,1.0,1.0
14916,13769,,,40,,,,,1.0
14917,13770,,,,,,,1.0,1.0
14918,13771,2.0,,,,,,,
14919,13772,2.0,,,,,1.0,1.0,1.0
14921,13773,,,,1.0,,,1.0,1.0
14922,13774,,,,1.0,,,,1.0
14923,13775,5.0,,,,,,1.0,1.0
14924,13776,,,,,,1.0,1.0,1.0
14925,13777,,,40,,,,,1.0
14926,13778,2.0,,,,,,,1.0
14927,13779,,,,1.0,,,1.0,1.0
14929,13780,,,,,,,,1.0
14930,13781,,,,,,,,1.0
14931,13782,,,,,,,,1.0
14932,13783,,,,1.0,,,,
14933,13784,,,,,,,,
14934,13785,,,,,,,1.0,1.0
14935,13786,,,,,,,,1.0
14936,13787,,,,,,,,1.0
14937,13788,,,250,1.0,,,1.0,1.0
14938,13789,2.0,100000,480,1.0,,,,
14939,13790,,,,1.0,,,1.0,1.0
14940,13791,2.0,54000,,,,,,
14941,13792,,,,,,,,1.0
14942,13793,,250000,,,,,1.0,1.0
14944,13794,4.0,,,1.0,,,1.0,1.0
14945,13795,,,,1.0,,,1.0,1.0
14947,13796,2.0,,,1.0,,,1.0,1.0
14949,13797,2.0,80000,,,,,1.0,1.0
14950,13798,3.0,125000,72,,,1.0,,1.0
14952,13799,,330000,300,1.0,,,1.0,1.0
14954,13800,3.0,225000,,1.0,1.0,,1.0,1.0
14956,13801,5.0,205000,74,,,,1.0,1.0
14957,13802,1.0,61500,33,1.0,,,,
14958,13803,4.0,140000,,,,,,
14960,13804,,,110,,,,1.0,1.0
14961,13805,2.0,72000,40,1.0,,,,
14962,13806,,,182,1.0,,,,1.0
14963,13807,,,,,,,1.0,1.0
14964,13808,,,,,,,,
14965,13809,,300000,,,,,1.0,1.0
14966,13810,1.0,,50,,,,1.0,1.0
14967,13811,,,,1.0,,,,
14968,13812,,440000,,,,,,1.0
14969,13813,4.0,,,1.0,,,,1.0
14970,13814,3.0,,140,,,,,
14971,13815,2.0,,,,,,,1.0
14972,13816,2.0,,46,1.0,,,1.0,1.0
14973,13817,4.0,,,,,,1.0,1.0
14974,13818,2.0,,,1.0,1.0,,,
14975,13819,2.0,,,1.0,,,1.0,1.0
14976,13820,2.0,,,1.0,1.0,,,
14977,13821,2.0,,,1.0,,,,
14978,13822,2.0,,,,,,,
14979,13823,4.0,,,,,,,
14980,13824,2.0,,,,,,,
14981,13825,2.0,,,1.0,,,,
14982,13826,2.0,,,,,,,
14983,13827,2.0,,,,,,,
14984,13828,2.0,,,1.0,,,,
14985,13829,2.0,,,1.0,,,,
14986,13830,2.0,,,1.0,1.0,,,
14987,13831,2.0,,,1.0,1.0,,,
14988,13832,2.0,,,1.0,1.0,,,
14989,13833,2.0,,,1.0,,,,
14990,13834,2.0,,,1.0,,,,
14991,13835,2.0,,,1.0,1.0,,,
14992,13836,2.0,,,1.0,1.0,,,
14993,13837,2.0,,,1.0,1.0,,,
14994,13838,1.0,72.000,,1.0,1.0,,1.0,1.0
14995,13839,3.0,,,,,,1.0,1.0
14996,13840,2.0,,,,,,1.0,1.0
14997,13841,3.0,,,,,,1.0,1.0
14998,13842,,,,,,,1.0,1.0
14999,13843,,,,1.0,,,,1.0
15000,13844,,,,1.0,,,1.0,1.0
15001,13845,,,,,,,,
15002,13846,,,,,,,,
15003,13847,,,,,,,,
15004,13848,2.0,,,1.0,,,,1.0
15005,13849,2.0,,,,,,,
15006,13850,4.0,,,,,,1.0,1.0
15007,13851,,,,,,,1.0,1.0
15008,13852,,,,,,,1.0,1.0
15009,13853,2.0,,,1.0,,,,
15010,13854,,,,,,,1.0,1.0
15011,13855,3.0,,,1.0,,,1.0,1.0
15012,13856,3.0,,,1.0,,,1.0,1.0
15013,13857,4.0,,,1.0,,,1.0,1.0
15014,13858,3.0,,,,,1.0,,1.0
15015,13859,3.0,,,1.0,1.0,1.0,,
15016,13860,3.0,,,,,1.0,,1.0
15017,13861,3.0,70000,,1.0,,,,
15018,13862,2.0,,,1.0,,,1.0,1.0
15019,13863,4.0,,,1.0,,,1.0,1.0
15020,13864,3.0,,,,,,,1.0
15021,13865,,,,,,,,1.0
15022,13866,,,,,,,,
15023,13867,4.0,,,,,,,
15024,13868,,,,,,,1.0,1.0
15025,13869,,,,1.0,1.0,1.0,,1.0
15026,13870,,,,1.0,,,1.0,1.0
15027,13871,,83.640,7,,,,1.0,1.0
15028,13872,,,,1.0,1.0,,,1.0
15029,13873,,,,,,,,1.0
15030,13874,,,83,,,,,1.0
15032,13875,3.0,,65,,,1.0,1.0,1.0
15033,13876,,,,1.0,,,,1.0
15034,13877,,,,,,,1.0,1.0
15035,13878,2.0,,,1.0,,,,1.0
15036,13879,,,,,,,1.0,1.0
15037,13880,,,80,,,,,1.0
15038,13881,3.0,,77,,,1.0,,
15039,13882,3.0,,,,,,1.0,1.0
15040,13883,2.0,,,,,,,
15042,13884,,,,,,,1.0,1.0
15043,13885,,,,,,,,1.0
15044,13886,2.0,,,,,,1.0,1.0
15045,13887,,,,1.0,,,,1.0
15046,13888,,,,,,,,1.0
15047,13889,2.0,43.000,25,,,,,1.0
15048,13890,2.0,,,,,,,
15049,13891,,,,,,,,1.0
15050,13892,3.0,,66,,,,,
15051,13893,2.0,,,,,,,
15052,13894,,,127,,,,1.0,1.0
15053,13895,,,,1.0,1.0,,,
15054,13896,3.0,20.000,,,,,1.0,1.0
15055,13897,2.0,,,,,1.0,,
15056,13898,2.0,,,,,,,
15057,13899,,,,,,,,
15058,13900,2.0,,,,,,1.0,1.0
15059,13901,5.0,135.000,,1.0,,,1.0,1.0
15060,13902,,,,,,,,1.0
15061,13903,2.0,,43,,,,,1.0
15062,13904,,,400,1.0,,,,1.0
15063,13905,4.0,,,,,,,
15064,13906,2.0,,,,,,,1.0
15065,13907,2.0,,,,,,,
15066,13908,3.0,,,,,,,
15067,13909,2.0,,,,,,,
15068,13910,2.0,,,,,,,
15069,13911,,,,,,,,1.0
15070,13912,2.0,,,,,,,
15071,13913,,,,,,,,
15072,13914,2.0,,40,,,,,
15073,13915,,,,,,1.0,,
15074,13916,,,,,,,,
15075,13917,,,,,,,,
15076,13918,1.0,,5,,,,,
15077,13919,2.0,,50,1.0,1.0,,,
15078,13920,3.0,,75,,,,1.0,1.0
15079,13921,,,,,,,1.0,1.0
15080,13922,,,,,,,,
15081,13923,,,,,,,,
15082,13924,4.0,,,,,,,1.0
15083,13925,5.0,,,,,,,
15084,13926,,,,,,,1.0,1.0
15085,13927,,,,,,,,1.0
15086,13928,,,,,,1.0,,1.0
15087,13929,,,,,,,1.0,1.0
15088,13930,,,,,,,,
15089,13931,,,,,,,1.0,1.0
15090,13932,3.0,,,1.0,,,,1.0
15091,13933,,,69,,,,1.0,1.0
15093,13934,,,,,,,1.0,1.0
15094,13935,,,,,,,1.0,1.0
15095,13936,,,,,,,1.0,1.0
15096,13937,,,,,,,,
15097,13938,,,,,,1.0,,
15098,13939,,,,,,1.0,,
15099,13940,,,,1.0,,1.0,,
15100,13941,,,58,,,1.0,,
15101,13942,,,,,,,1.0,1.0
15102,13943,,,,1.0,,,1.0,1.0
15103,13944,,,,,,1.0,,
15104,13945,1.0,,,,,,,
15105,13946,,,,,,,,1.0
15106,13947,,,,,,,,
15107,13948,,,,,,,1.0,1.0
15108,13949,,,,,,,1.0,1.0
15109,13950,2.0,,42,1.0,1.0,,,
15110,13951,,,,1.0,,,,
15111,13952,,,,,,,1.0,1.0
15112,13953,,,740,,,,,1.0
15113,13954,,,,1.0,,,,
15114,13955,,,,1.0,,1.0,1.0,1.0
15115,13956,1.0,50.000,35,,,1.0,1.0,1.0
15116,13957,1.0,,,,,,,
15118,13958,,,,,,,,1.0
15120,13959,,,,,,,1.0,1.0
15122,13960,,,,,,,1.0,1.0
15123,13961,,,1700,1.0,,,,1.0
15124,13962,1.0,23.000,52,1.0,1.0,,1.0,1.0
15125,13963,,,,,,,,
15126,13964,3.0,,,1.0,,,,1.0
15127,13965,,,,,,1.0,,1.0
15128,13966,,,300,,,,1.0,1.0
15129,13967,,,,,,,,1.0
15130,13968,1.0,,300,,,1.0,,1.0
15131,13969,2.0,,,1.0,,,,1.0
15132,13970,2.0,,,1.0,,,,1.0
15133,13971,3.0,,,1.0,,,,1.0
15134,13972,,,,1.0,,,1.0,1.0
15135,13973,1.0,,,1.0,,,,1.0
15136,13974,,,120,,,,,
15138,13975,3.0,,,,,,,1.0
15139,13976,3.0,,,1.0,1.0,,,
15140,13977,4.0,,87,1.0,,1.0,,1.0
15141,13978,1.0,,,,,1.0,,
15142,13979,,,,,,,,1.0
15143,13980,,,,,,,,
15144,13981,,,152,,,1.0,,1.0
15145,13982,,,,,,,,1.0
15146,13983,,,909,1.0,,,1.0,1.0
15147,13984,,,250,,,,,
15149,13985,,,1500,,,,1.0,1.0
15150,13986,,,650,,,1.0,,1.0
15152,13987,,,860,,,,1.0,1.0
15153,13988,,,760,,,,,1.0
15155,13989,4.0,,178,,,,1.0,1.0
15156,13990,,,66,,,,,1.0
15158,13991,,,79,,,,1.0,1.0
15159,13992,,,65,,,,1.0,1.0
15160,13993,,,303,,,,,1.0
15161,13994,,107.000,44,,,,,
15163,13995,,,636,,,,1.0,1.0
15164,13996,,,224,,,,,1.0
15165,13997,,,90,,,1.0,1.0,1.0
15166,13998,,,1000,,,,,1.0
15167,13999,,,90,,,1.0,1.0,1.0
15168,14000,,,90,,,1.0,1.0,1.0
15169,14001,,,,,,,,1.0
15170,14002,2.0,,30,,,,1.0,1.0
15171,14003,,,459,,,,1.0,1.0
15172,14004,,,,,,,1.0,1.0
15173,14005,,,886,,,,,1.0
15174,14006,,,910,1.0,,,,1.0
15175,14007,,,576,,,,1.0,1.0
15176,14008,,,635,,,,,1.0
15177,14009,,,3200,,,,,1.0
15178,14010,,,,1.0,,,,
15179,14011,2.0,,,,,,,
15180,14012,2.0,,,,,,,
15181,14013,2.0,,,1.0,,,,
15182,14014,2.0,,,,,,,
15183,14015,2.0,,,,,,,
15184,14016,3.0,,,1.0,,1.0,,1.0
15185,14017,,,,,,,,1.0
15186,14018,,,365,,,,,
15187,14019,,,,,,,,1.0
15188,14020,2.0,,,,,,1.0,1.0
15189,14021,3.0,,,,,,1.0,1.0
15190,14022,,,688,1.0,1.0,,1.0,1.0
15191,14023,,105.000,,,,,,
15192,14024,4.0,,,,,,1.0,1.0
15193,14025,,,,,,,,
15194,14026,,,2500,,,,1.0,1.0
15195,14027,,,180,1.0,,,,
15196,14028,1.0,,40,1.0,1.0,,,
15197,14029,,,55,,,,,1.0
15198,14030,1.0,,35,1.0,1.0,,,
15199,14031,2.0,,25,1.0,,1.0,,1.0
15200,14032,2.0,,37,,,,,1.0
15201,14033,3.0,,,,,,,1.0
15202,14034,,,25,,,,,
15203,14035,,410.000,58,1.0,,1.0,,1.0
15204,14036,,410.000,58,1.0,,1.0,,1.0
15205,14037,,,160,,,,1.0,1.0
15206,14038,,,,,,,1.0,1.0
15207,14039,,1.350.000,195,,,,1.0,1.0
15208,14040,,,105,,,,1.0,1.0
15209,14041,,,,,,,1.0,1.0
15210,14042,2.0,,40,1.0,,,,1.0
15211,14043,1.0,,22,,,1.0,,
15212,14044,,410.000,96,1.0,,,1.0,1.0
15213,14045,4.0,,75,1.0,,1.0,1.0,1.0
15214,14046,,,000,,,,1.0,1.0
15215,14047,,,000,,,,1.0,1.0
15216,14048,,,000,,,,1.0,1.0
15217,14049,,,000,,,,1.0,1.0
15218,14050,,,,,,,,1.0
15219,14051,,,,,,,,1.0
15220,14052,,,660,,,,,1.0
15221,14053,,,711,,,,,1.0
15222,14054,,,,,,,,1.0
15223,14055,,,257,,,,1.0,1.0
15224,14056,,,,,,,,1.0
15225,14057,,,,,,,,1.0
15226,14058,,,,,,,,
15227,14059,,,650,,,,,1.0
15228,14060,,,,,,,,1.0
15229,14061,,,690,,,,,1.0
15230,14062,,,,,,,,1.0
15231,14063,,,,,,,1.0,1.0
15232,14064,,2.900.000,420,,,,1.0,1.0
15233,14065,,,,1.0,,,,1.0
15234,14066,,,,1.0,,,,1.0
15235,14067,,,,,,,,1.0
15236,14068,2.0,,,,,,,
15237,14069,,,,,,,1.0,1.0
15238,14070,,,389,,,,,
15239,14071,,,,,,,,
15241,14072,3.0,,,,,,,1.0
15242,14073,2.0,,,1.0,,,1.0,1.0
15243,14074,1.0,,300,,,,,1.0
15244,14075,3.0,,,1.0,,,,1.0
15245,14076,,,,,,,1.0,1.0
15246,14077,4.0,,,1.0,,,1.0,1.0
15248,14078,,,,1.0,1.0,,1.0,1.0
15249,14079,,,,1.0,1.0,1.0,,
15250,14080,,,,1.0,,1.0,1.0,1.0
15251,14081,,,,1.0,,,,
15252,14082,,,,,,,,
15253,14083,,,,,,,,1.0
15255,14084,,,,1.0,,,,1.0
15257,14085,4.0,,,1.0,,,1.0,1.0
15258,14086,3.0,,,,,,,
15259,14087,,,,1.0,,1.0,1.0,1.0
15261,14088,6.0,,,,,,1.0,1.0
15262,14089,5.0,,,,,,,1.0
15263,14090,,,265,,,,,1.0
15264,14091,,,,1.0,,,1.0,1.0
15265,14092,,,300,,,,,1.0
15266,14093,,,,1.0,,,,1.0
15267,14094,,,50,,,,,1.0
15268,14095,3.0,,,,,,1.0,1.0
15269,14096,3.0,,45,1.0,,,,
15270,14097,,,,1.0,,,,1.0
15271,14098,2.0,,,,,,,
15272,14099,,,,1.0,,1.0,1.0,1.0
15273,14100,,,,,,,1.0,1.0
15275,14101,,,,1.0,,,,1.0
15276,14102,2.0,,39,1.0,,,,
15277,14103,,,50,,,,1.0,1.0
15278,14104,,,,,,,,1.0
15279,14105,,,,,,,,1.0
15280,14106,3.0,,,,,,1.0,1.0
15282,14107,,50.000,360,,,,1.0,1.0
15284,14108,,,360,,,,1.0,1.0
15285,14109,,,50,1.0,,,1.0,1.0
15287,14110,,,,,,,1.0,1.0
15289,14111,3.0,,4000,,,,1.0,1.0
15290,14112,,,,1.0,1.0,,,1.0
15292,14113,3.0,,4000,,,,1.0,1.0
15294,14114,,,,,,,1.0,1.0
15296,14115,,,,1.0,,,,1.0
15297,14116,3.0,,,,,,1.0,1.0
15298,14117,4.0,,,,,,1.0,1.0
15300,14118,,,71,1.0,,1.0,1.0,1.0
15301,14119,,,,,,,,
15302,14120,,,,,,,,
15304,14121,,,,1.0,1.0,,1.0,1.0
15305,14122,,,,,,,1.0,1.0
15306,14123,2.0,87000,47,,,,,
15307,14124,3.0,129000,,,,,1.0,1.0
15308,14125,,120000,245,,,,1.0,1.0
15309,14126,3.0,219000,,1.0,1.0,,,1.0
15310,14127,3.0,219000,,1.0,1.0,,,1.0
15312,14128,,175000,35,,,,1.0,1.0
15314,14129,,,,,,,1.0,1.0
15316,14130,,,,,,,1.0,1.0
15317,14131,,,,1.0,1.0,,,
15318,14132,,78000,,,,,1.0,1.0
15319,14133,,490000,169,1.0,,1.0,1.0,1.0
15320,14134,,,400,,,,,1.0
15321,14135,3.0,67000,,,,,,
15322,14136,,270000,30,,,,1.0,1.0
15323,14137,2.0,65000,,,,,,
15324,14138,1.0,47000,30,,,,,
15325,14139,3.0,135000,,,,,,1.0
15326,14140,,,22,1.0,,,,
15327,14141,,172000,,1.0,,,,1.0
15328,14142,,200000,,1.0,,,1.0,1.0
15329,14143,2.0,,,1.0,,1.0,,
15330,14144,,,,,,,,
15331,14145,1.0,,29,,,,,
15332,14146,3.0,,135,,,,,1.0
15333,14147,,,,,,,,
15335,14148,3.0,,,1.0,,,1.0,1.0
15337,14149,3.0,,300,,,,,1.0
15338,14150,4.0,,140,,,,,
15340,14151,3.0,,,1.0,,,1.0,1.0
15341,14152,2.0,,,1.0,,,1.0,1.0
15343,14153,3.0,,,1.0,,,1.0,1.0
15345,14154,3.0,,,,,,1.0,1.0
15347,14155,,,,1.0,,,1.0,1.0
15348,14156,,,1000,,,,,
15350,14157,,,80,1.0,,,1.0,1.0
15351,14158,3.0,,,,,,,
15352,14159,2.0,,18,1.0,1.0,,1.0,1.0
15353,14160,2.0,,,,,,,1.0
15354,14161,,,,1.0,,,,
15355,14162,,,,,,,1.0,1.0
15357,14163,,,,,,,1.0,1.0
15358,14164,,,,,,,1.0,1.0
15359,14165,3.0,,85,,,,1.0,1.0
15360,14166,,255.000,,,,,1.0,1.0
15361,14167,2.0,,,1.0,1.0,,,
15362,14168,2.0,,,,,,,
15363,14169,2.0,,,1.0,,,,
15364,14170,4.0,,430,1.0,,,,
15366,14171,3.0,,,,,,1.0,1.0
15367,14172,,,,,,,1.0,1.0
15368,14173,,,,,,,,1.0
15369,14174,4.0,,675,,,,1.0,1.0
15370,14175,4.0,,,,,,1.0,1.0
15372,14176,,,,,,,1.0,1.0
15374,14177,,,,,,,1.0,1.0
15376,14178,,,,,,,1.0,1.0
15377,14179,,,,1.0,,,1.0,1.0
15378,14180,,,,1.0,,,1.0,1.0
15379,14181,1.0,,,1.0,,,1.0,1.0
15380,14182,2.0,,,1.0,,,1.0,1.0
15381,14183,1.0,,,1.0,,,1.0,1.0
15383,14184,1.0,,80,1.0,,,1.0,1.0
15384,14185,3.0,,,,,,,1.0
15385,14186,3.0,,,,,,,
15386,14187,3.0,,,1.0,,,,1.0
15387,14188,,"25,000",,,,,1.0,1.0
15388,14189,4.0,297.000,114,1.0,,,1.0,1.0
15389,14190,3.0,180.000,70,1.0,1.0,,,1.0
15391,14191,,145.000,68,1.0,,,1.0,1.0
15393,14192,3.0,,165,,,,,1.0
15394,14193,,,,,,,,
15395,14194,,,,,,,,
15396,14195,,,,,,,,
15397,14196,,,,,,,,
15398,14197,,,,,,,,
15399,14198,,,,,,,1.0,1.0
15400,14199,,,,,,,,
15401,14200,,,,,,,,
15402,14201,,,,,,,,
15403,14202,1.0,,,,,,1.0,1.0
15404,14203,2.0,,,1.0,,1.0,,1.0
15406,14204,4.0,,7,,,1.0,1.0,1.0
15407,14205,,,,,,,,1.0
15408,14206,,,1200,1.0,,,1.0,1.0
15409,14207,,325.000,500,,,,,1.0
15410,14208,4.0,,150,,,,,
15411,14209,,,280,,,,1.0,1.0
15412,14210,,50.000,80,1.0,,,,1.0
15413,14211,,,92,1.0,,,,
15414,14212,,,300,1.0,,,1.0,1.0
15416,14213,,,62,,,,1.0,1.0
15418,14214,,,1000,,,,1.0,1.0
15419,14215,,,204,,,,1.0,1.0
15420,14216,,,370,1.0,,,1.0,1.0
15421,14217,,,446,1.0,,,1.0,1.0
15422,14218,,,650,,,,,1.0
15423,14219,,,580,1.0,,,1.0,1.0
15425,14220,3.0,352000,650,,,1.0,1.0,1.0
15426,14221,5.0,280000,300,,,,1.0,1.0
15427,14222,,300000,,,,,1.0,1.0
15428,14223,,140000,,,,,,1.0
15429,14224,,100000,,,,,1.0,1.0
15430,14225,3.0,125000,,,,,,1.0
15431,14226,,320000,,,,,,
15432,14227,,185000,,1.0,,,,1.0
15433,14228,3.0,150000,70,,,1.0,,1.0
15434,14229,,120000,375,,,,,1.0
15435,14230,2.0,65000,,1.0,1.0,,,1.0
15437,14231,4.0,140000,,,,,1.0,1.0
15438,14232,,60000,,,,,,
15439,14233,4.0,120000,70,1.0,,,,1.0
15441,14234,,160000,,1.0,,1.0,,1.0
15442,14235,,90000,,,,,1.0,1.0
15444,14236,,170000,,,,,,1.0
15445,14237,,750000,,,,,,
15446,14238,1.0,63000,,,,1.0,,
15447,14239,,120000,,,,,,1.0
15448,14240,,320000,,,,,1.0,1.0
15449,14241,2.0,,,,,,,
15451,14242,,125000,5,1.0,,,,1.0
15452,14243,,190000,70,,,,,
15453,14244,,240000,150,,,,,1.0
15454,14245,6.0,529000,,1.0,,,1.0,1.0
